"age","marital","balance","day","month","duration","campaign","pdays","previous","TermDeposit"
53,"divorced",257,11,"jul",1310,2,-1,0,"yes"
34,"single",486,27,"may",185,1,-1,0,"no"
52,"married",94,4,"may",223,9,4,1,"no"
52,"married",0,18,"jun",636,12,-1,0,"no"
45,"married",2981,29,"mar",88,3,311,3,"no"
52,"married",0,22,"aug",232,2,-1,0,"no"
56,"married",4623,17,"aug",348,1,-1,0,"yes"
47,"married",1224,21,"aug",189,2,-1,0,"no"
28,"single",440,5,"feb",177,2,-1,0,"no"
37,"married",0,11,"may",148,2,-1,0,"no"
51,"single",6503,21,"nov",178,5,-1,0,"no"
39,"married",1323,16,"jul",188,1,-1,0,"no"
29,"married",7836,19,"jun",155,1,-1,0,"no"
51,"married",5801,29,"may",147,2,-1,0,"no"
37,"married",0,23,"apr",242,5,153,7,"yes"
25,"single",330,4,"jun",605,1,-1,0,"no"
45,"divorced",88,7,"jul",332,1,-1,0,"no"
58,"married",-37,27,"may",140,2,-1,0,"no"
60,"divorced",4,26,"may",400,3,358,2,"no"
53,"married",1004,29,"may",155,1,-1,0,"no"
41,"married",741,6,"may",606,3,335,6,"no"
33,"married",0,8,"may",345,2,-1,0,"no"
59,"married",0,29,"aug",62,2,-1,0,"no"
46,"married",-287,30,"may",113,3,-1,0,"no"
59,"married",8562,5,"jun",86,2,-1,0,"no"
40,"married",592,18,"may",80,3,350,2,"no"
55,"married",2325,8,"aug",87,7,-1,0,"no"
58,"married",3585,30,"apr",122,1,167,1,"no"
31,"married",229,29,"jan",184,1,-1,0,"no"
28,"single",224,2,"feb",97,3,-1,0,"no"
32,"married",199,13,"aug",363,1,-1,0,"no"
36,"married",348,22,"jul",307,1,-1,0,"no"
37,"married",387,13,"may",413,1,-1,0,"no"
30,"married",6,5,"may",279,2,342,2,"no"
36,"single",3254,27,"oct",207,1,-1,0,"yes"
73,"married",1388,20,"jul",146,3,190,3,"no"
58,"married",128,30,"jul",49,5,-1,0,"no"
45,"divorced",2353,18,"may",435,7,74,3,"no"
54,"married",0,30,"jul",255,2,-1,0,"no"
41,"married",3138,14,"sep",409,1,398,1,"yes"
36,"married",189,22,"jul",632,1,-1,0,"no"
25,"single",436,30,"apr",132,2,-1,0,"no"
40,"married",271,11,"aug",265,4,-1,0,"no"
31,"single",-422,18,"may",64,2,329,15,"no"
28,"single",20,28,"jan",144,2,-1,0,"no"
35,"married",2205,30,"may",199,3,-1,0,"no"
44,"single",1356,18,"nov",264,2,134,2,"no"
40,"single",90,2,"jun",252,4,-1,0,"no"
42,"married",3396,20,"nov",93,4,-1,0,"no"
32,"single",562,8,"apr",84,1,-1,0,"no"
43,"married",-516,28,"may",438,2,-1,0,"no"
60,"married",1167,14,"oct",79,2,-1,0,"no"
24,"single",1684,6,"apr",112,4,-1,0,"no"
53,"married",6095,14,"may",410,5,-1,0,"no"
37,"married",497,19,"nov",178,2,-1,0,"no"
30,"married",5204,19,"nov",117,1,-1,0,"no"
33,"married",415,4,"may",75,5,167,1,"no"
52,"married",5,11,"jul",94,2,-1,0,"no"
37,"married",1322,21,"nov",14,8,185,1,"no"
65,"married",308,1,"sep",400,1,-1,0,"yes"
43,"married",3530,17,"jul",470,1,-1,0,"no"
43,"divorced",123,14,"may",279,2,-1,0,"no"
28,"married",-247,30,"jan",121,1,240,2,"no"
60,"married",3,18,"jun",227,1,-1,0,"no"
49,"married",3169,9,"jun",626,1,-1,0,"no"
48,"married",1230,12,"nov",169,1,196,2,"yes"
47,"married",1195,19,"jun",451,1,-1,0,"no"
53,"married",1066,18,"nov",110,1,186,3,"no"
31,"married",313,27,"aug",114,2,-1,0,"no"
58,"married",883,18,"aug",543,1,78,2,"no"
51,"married",980,6,"sep",114,2,-1,0,"no"
36,"married",2161,8,"sep",708,2,183,5,"yes"
49,"married",816,17,"apr",76,1,260,7,"no"
42,"married",314,17,"apr",727,2,-1,0,"no"
36,"married",-477,30,"jan",473,2,-1,0,"no"
28,"single",172,3,"apr",100,14,60,2,"no"
23,"single",0,7,"aug",217,1,99,7,"yes"
36,"married",4785,6,"jun",250,1,-1,0,"no"
60,"married",493,18,"aug",671,4,-1,0,"yes"
45,"married",1866,11,"jun",116,7,-1,0,"no"
30,"married",590,23,"may",242,3,-1,0,"no"
39,"married",11835,11,"aug",744,2,-1,0,"yes"
36,"single",613,7,"aug",86,2,-1,0,"no"
29,"single",1448,10,"mar",217,1,184,7,"no"
59,"married",4445,11,"jun",96,7,-1,0,"no"
42,"married",470,12,"may",221,1,-1,0,"no"
32,"married",99,15,"may",166,2,-1,0,"no"
59,"married",3163,29,"may",240,2,-1,0,"no"
24,"single",-61,11,"mar",95,4,-1,0,"yes"
56,"married",2256,15,"may",171,2,-1,0,"no"
45,"married",2388,11,"aug",317,2,-1,0,"no"
30,"single",2,27,"aug",19,21,-1,0,"no"
38,"married",1066,28,"jan",86,1,189,1,"no"
70,"divorced",828,28,"dec",433,1,-1,0,"no"
43,"divorced",25,3,"jun",236,7,-1,0,"no"
35,"divorced",36,13,"may",182,6,-1,0,"no"
32,"single",160,9,"may",190,1,-1,0,"no"
31,"married",295,13,"may",193,3,344,1,"no"
30,"married",802,13,"aug",105,1,-1,0,"no"
47,"divorced",-81,21,"nov",262,1,-1,0,"no"
37,"married",0,18,"nov",850,2,-1,0,"no"
46,"married",-337,27,"may",112,1,-1,0,"no"
50,"married",283,7,"aug",226,3,-1,0,"no"
34,"married",3990,18,"nov",591,2,117,7,"no"
36,"married",0,4,"feb",235,1,244,1,"no"
51,"married",1151,29,"jul",125,2,-1,0,"no"
51,"married",2242,18,"aug",498,3,-1,0,"no"
40,"married",167,8,"may",380,4,295,1,"no"
42,"divorced",742,5,"may",58,3,-1,0,"no"
30,"married",2,23,"may",50,3,-1,0,"no"
45,"married",191,6,"jun",136,2,-1,0,"no"
39,"married",2765,20,"jun",116,3,-1,0,"no"
43,"married",18,15,"may",192,3,-1,0,"no"
41,"married",1065,29,"may",553,1,-1,0,"no"
30,"single",460,18,"nov",86,1,-1,0,"no"
33,"married",184,13,"may",109,4,-1,0,"no"
29,"single",510,9,"may",25,6,-1,0,"no"
54,"divorced",122,26,"oct",322,1,547,1,"no"
33,"single",1794,12,"may",360,1,173,1,"no"
49,"married",1105,21,"nov",13,3,113,2,"no"
27,"divorced",114,9,"may",375,2,-1,0,"no"
53,"married",112,4,"may",104,4,-1,0,"no"
41,"single",445,17,"apr",138,1,267,1,"no"
38,"single",2246,10,"jul",370,1,-1,0,"no"
46,"single",338,20,"apr",178,4,-1,0,"no"
42,"divorced",1491,6,"may",203,2,334,2,"no"
51,"married",-491,13,"may",805,2,-1,0,"no"
31,"single",6248,9,"may",154,2,-1,0,"no"
36,"single",1070,5,"jun",346,3,-1,0,"no"
52,"married",2070,1,"apr",74,3,-1,0,"no"
31,"married",213,20,"may",74,2,-1,0,"no"
66,"married",922,2,"nov",83,4,101,4,"no"
47,"married",0,10,"nov",213,1,190,1,"yes"
29,"single",135,12,"may",245,1,356,1,"no"
48,"married",-392,31,"jul",725,4,-1,0,"yes"
47,"single",-230,4,"feb",293,1,-1,0,"no"
56,"divorced",1238,5,"jun",1558,1,-1,0,"yes"
30,"single",67,12,"aug",52,2,-1,0,"no"
75,"divorced",3881,4,"feb",136,3,-1,0,"yes"
46,"single",87,15,"may",78,1,-1,0,"no"
51,"married",1634,22,"jul",168,4,-1,0,"no"
37,"married",2120,21,"nov",150,4,-1,0,"no"
40,"married",1216,18,"nov",52,1,-1,0,"no"
44,"married",3689,16,"may",134,3,-1,0,"no"
41,"married",852,27,"aug",157,10,-1,0,"no"
57,"married",121,21,"aug",135,2,-1,0,"no"
42,"married",-14,24,"jul",58,2,-1,0,"no"
58,"married",9200,6,"jun",233,2,-1,0,"no"
47,"married",762,29,"may",56,3,-1,0,"no"
27,"single",116,6,"feb",138,2,-1,0,"no"
33,"single",165,15,"may",139,2,-1,0,"no"
52,"married",813,5,"aug",113,2,-1,0,"no"
34,"married",1674,10,"mar",113,1,210,7,"no"
33,"divorced",0,2,"jun",72,1,-1,0,"no"
50,"married",2678,30,"jul",1011,6,-1,0,"yes"
48,"married",17,17,"nov",81,1,-1,0,"no"
44,"single",89,8,"may",164,1,-1,0,"no"
52,"divorced",-100,15,"may",7,4,340,15,"no"
49,"married",-106,20,"jun",10,13,-1,0,"no"
60,"divorced",129,17,"jul",490,7,-1,0,"no"
30,"single",9634,21,"nov",402,4,101,5,"no"
32,"married",3155,23,"may",99,3,-1,0,"no"
43,"single",275,14,"may",151,2,360,1,"no"
32,"single",15561,28,"jul",151,3,-1,0,"no"
70,"married",3782,16,"mar",618,1,-1,0,"no"
58,"married",-91,9,"may",164,5,-1,0,"no"
71,"married",3230,24,"may",341,2,133,3,"yes"
35,"married",10,21,"jul",314,7,-1,0,"no"
44,"married",0,20,"aug",174,5,-1,0,"no"
39,"married",2288,15,"may",265,1,-1,0,"no"
56,"married",4,30,"jan",299,1,2,5,"no"
33,"single",0,11,"aug",699,7,-1,0,"yes"
29,"married",8,10,"jul",627,1,-1,0,"yes"
23,"single",0,10,"aug",213,1,-1,0,"yes"
51,"married",180,20,"aug",154,2,-1,0,"no"
60,"married",5041,4,"may",8,7,181,1,"no"
40,"divorced",5666,12,"jun",69,4,-1,0,"no"
31,"married",68,5,"feb",425,2,189,27,"no"
44,"married",4968,30,"jul",76,14,-1,0,"no"
44,"married",38,22,"aug",98,5,-1,0,"no"
47,"married",2279,27,"may",161,1,-1,0,"no"
37,"married",2023,10,"jul",214,1,-1,0,"no"
59,"divorced",1611,4,"jun",107,2,-1,0,"no"
45,"married",219,29,"jul",142,8,-1,0,"no"
53,"married",18,5,"may",503,2,-1,0,"no"
33,"divorced",723,27,"may",246,1,-1,0,"no"
26,"single",696,24,"jun",22,1,-1,0,"no"
58,"married",1826,19,"jun",47,3,-1,0,"no"
53,"single",-137,28,"may",72,1,-1,0,"no"
33,"single",-665,9,"may",188,1,-1,0,"no"
32,"divorced",264,10,"jul",71,1,-1,0,"no"
33,"married",271,14,"aug",801,2,-1,0,"yes"
50,"married",-195,22,"aug",119,4,-1,0,"no"
54,"married",956,11,"may",136,2,362,1,"no"
26,"single",1347,18,"jun",280,6,92,5,"yes"
40,"married",-45,8,"jul",166,1,-1,0,"no"
41,"married",235,14,"may",181,1,-1,0,"no"
42,"married",0,8,"may",66,2,-1,0,"no"
25,"single",0,18,"jul",342,1,-1,0,"no"
24,"married",691,19,"jun",93,2,-1,0,"no"
29,"single",308,4,"aug",313,1,-1,0,"no"
28,"single",12956,2,"jul",940,1,399,3,"yes"
31,"married",-581,2,"jun",562,3,-1,0,"no"
40,"married",642,18,"nov",147,3,-1,0,"no"
38,"married",1696,20,"nov",267,2,-1,0,"no"
39,"divorced",807,26,"aug",209,6,-1,0,"no"
48,"married",1764,14,"may",125,2,-1,0,"no"
41,"married",0,2,"feb",154,2,264,1,"no"
46,"divorced",129,25,"jun",75,2,-1,0,"no"
34,"single",-292,11,"aug",111,2,-1,0,"no"
39,"divorced",528,21,"may",111,5,-1,0,"no"
42,"married",1156,20,"apr",37,1,-1,0,"no"
39,"married",-66,24,"jul",626,5,-1,0,"no"
29,"married",10,14,"jul",246,2,-1,0,"no"
52,"married",2396,15,"may",48,7,-1,0,"no"
53,"married",813,21,"may",23,16,-1,0,"no"
44,"married",850,16,"jul",220,5,-1,0,"no"
33,"single",0,26,"aug",99,2,-1,0,"no"
33,"single",598,28,"may",189,1,-1,0,"no"
57,"married",0,19,"jun",97,1,-1,0,"no"
22,"married",14,20,"may",56,1,-1,0,"no"
37,"single",20453,4,"may",115,1,-1,0,"no"
54,"married",3601,18,"aug",238,3,-1,0,"no"
26,"single",1078,30,"apr",99,2,-1,0,"no"
39,"married",2226,18,"aug",103,8,-1,0,"no"
34,"single",-42,3,"jun",294,2,-1,0,"no"
47,"married",1803,30,"jan",188,2,-1,0,"no"
41,"married",39,21,"nov",549,2,-1,0,"yes"
33,"single",-258,15,"may",158,2,352,2,"no"
32,"single",1038,14,"aug",128,4,-1,0,"no"
47,"single",0,21,"aug",136,2,-1,0,"no"
35,"single",777,28,"may",85,1,-1,0,"no"
46,"married",505,28,"aug",26,7,-1,0,"no"
29,"single",48,26,"feb",51,1,-1,0,"no"
41,"divorced",1064,25,"aug",81,4,-1,0,"no"
57,"married",3284,26,"may",63,1,-1,0,"no"
42,"married",8,15,"may",299,1,-1,0,"no"
41,"married",438,5,"feb",46,1,-1,0,"no"
59,"married",3779,18,"aug",93,3,-1,0,"no"
34,"single",10,29,"may",310,3,-1,0,"no"
27,"married",2526,23,"jul",500,3,-1,0,"no"
31,"divorced",1125,15,"may",548,1,-1,0,"no"
27,"single",266,7,"jul",232,1,-1,0,"no"
51,"married",2007,12,"aug",1226,3,-1,0,"yes"
31,"single",394,2,"jul",660,3,-1,0,"no"
34,"single",1336,22,"aug",217,6,-1,0,"no"
35,"single",663,14,"aug",215,2,-1,0,"no"
31,"married",608,29,"apr",89,2,-1,0,"no"
50,"married",3258,14,"jul",56,2,-1,0,"no"
65,"married",5251,14,"apr",226,5,-1,0,"no"
31,"married",263,18,"may",75,4,-1,0,"no"
26,"married",256,18,"jul",169,2,-1,0,"no"
52,"married",208,17,"apr",377,2,-1,0,"no"
50,"married",-185,2,"feb",97,1,-1,0,"no"
46,"married",211,14,"jul",36,2,-1,0,"no"
45,"married",2246,21,"nov",197,2,99,2,"no"
39,"married",1802,2,"jun",490,1,-1,0,"no"
35,"divorced",394,23,"may",154,1,-1,0,"no"
68,"divorced",695,9,"apr",233,1,-1,0,"yes"
50,"married",2695,17,"may",312,2,159,2,"no"
30,"married",486,29,"may",1109,3,-1,0,"yes"
28,"single",-36,18,"may",379,1,-1,0,"no"
32,"single",133,15,"apr",171,1,-1,0,"yes"
33,"married",307,16,"may",806,4,-1,0,"no"
49,"single",275,8,"may",14,1,-1,0,"no"
53,"married",256,2,"jun",202,1,-1,0,"no"
30,"married",198,21,"may",149,3,-1,0,"no"
59,"married",-131,7,"aug",144,2,-1,0,"no"
80,"married",355,10,"aug",156,1,-1,0,"no"
38,"married",1134,7,"may",249,4,332,3,"no"
42,"single",1179,14,"may",136,1,337,4,"no"
52,"married",562,17,"jun",187,1,-1,0,"no"
43,"single",744,20,"nov",90,4,114,4,"no"
29,"married",941,4,"jun",570,11,-1,0,"no"
40,"married",191,18,"may",201,2,293,6,"no"
38,"married",4017,4,"aug",470,1,96,3,"yes"
47,"married",1610,12,"jun",68,1,-1,0,"no"
32,"married",3,31,"jul",22,27,-1,0,"no"
27,"single",223,26,"may",103,1,-1,0,"no"
31,"single",-205,3,"jun",56,12,-1,0,"no"
30,"single",648,19,"oct",54,1,-1,0,"no"
54,"married",3846,19,"jun",216,2,-1,0,"no"
52,"married",5275,22,"jul",1029,3,-1,0,"no"
32,"married",390,5,"may",100,1,243,1,"no"
30,"single",938,25,"jun",171,1,141,3,"no"
52,"married",135,8,"aug",172,9,-1,0,"no"
39,"married",1969,21,"nov",63,2,-1,0,"no"
37,"single",349,2,"feb",165,1,-1,0,"no"
42,"married",297,20,"jun",65,1,-1,0,"no"
33,"married",920,13,"aug",111,1,105,1,"no"
39,"married",602,20,"may",191,7,-1,0,"no"
45,"married",-54,28,"may",372,2,-1,0,"no"
24,"single",3,15,"may",311,1,-1,0,"no"
59,"married",0,28,"may",109,1,-1,0,"no"
35,"single",57,18,"may",173,1,-1,0,"no"
46,"married",1217,5,"may",83,9,168,2,"no"
43,"married",1109,14,"may",160,2,-1,0,"no"
37,"single",254,19,"oct",120,1,-1,0,"no"
40,"married",780,17,"jun",163,1,-1,0,"no"
32,"single",145,6,"aug",135,2,-1,0,"no"
27,"single",10,9,"feb",17,3,-1,0,"no"
26,"single",1200,29,"jan",232,3,-1,0,"no"
60,"married",0,19,"aug",83,2,-1,0,"no"
49,"married",507,18,"jun",16,14,-1,0,"no"
42,"married",-323,7,"aug",135,2,-1,0,"no"
34,"married",2076,20,"apr",257,1,-1,0,"no"
35,"single",-292,18,"may",166,2,272,6,"no"
41,"single",5372,13,"jan",248,3,-1,0,"yes"
44,"divorced",3258,31,"jul",58,6,-1,0,"no"
36,"single",9019,11,"jun",952,3,-1,0,"no"
34,"single",90,8,"may",67,3,-1,0,"no"
49,"married",3436,16,"jun",171,2,-1,0,"no"
51,"married",10150,26,"aug",157,5,-1,0,"no"
59,"divorced",-869,9,"jul",113,1,-1,0,"no"
31,"single",64,15,"sep",208,1,105,2,"no"
59,"divorced",0,28,"may",248,6,-1,0,"no"
35,"married",151,11,"may",301,2,298,6,"no"
53,"married",2531,7,"apr",413,1,-1,0,"no"
26,"single",592,27,"may",174,1,-1,0,"no"
75,"married",291,11,"feb",515,1,183,1,"yes"
45,"married",180,9,"may",218,1,-1,0,"no"
31,"married",382,16,"apr",198,2,-1,0,"no"
36,"divorced",117,2,"jun",123,4,-1,0,"no"
54,"married",3398,18,"aug",71,4,-1,0,"no"
29,"single",6911,14,"may",323,5,-1,0,"no"
39,"married",689,30,"jul",240,3,-1,0,"no"
68,"married",1443,21,"dec",2062,2,257,1,"yes"
51,"married",-17,27,"aug",134,6,-1,0,"no"
58,"married",0,18,"aug",27,17,-1,0,"no"
46,"divorced",648,5,"aug",281,1,-1,0,"no"
54,"married",209,17,"nov",206,1,-1,0,"no"
39,"single",1530,9,"jun",140,1,-1,0,"no"
59,"married",0,14,"jul",160,10,-1,0,"no"
56,"married",3480,4,"aug",124,1,-1,0,"no"
38,"single",1270,15,"may",164,1,337,6,"no"
35,"single",1227,30,"jul",1005,5,134,10,"yes"
70,"married",1024,17,"apr",278,1,-1,0,"no"
35,"married",93,4,"may",198,2,88,1,"no"
37,"married",426,17,"jun",285,1,-1,0,"no"
38,"divorced",0,21,"oct",576,1,183,4,"yes"
56,"married",1504,29,"may",66,2,-1,0,"no"
29,"single",78,30,"apr",239,1,-1,0,"yes"
52,"married",768,4,"feb",82,3,-1,0,"no"
29,"single",7585,17,"aug",123,1,-1,0,"no"
55,"married",183,6,"may",150,1,-1,0,"no"
31,"married",256,7,"jul",28,24,-1,0,"no"
34,"married",926,2,"jun",142,2,-1,0,"no"
43,"married",714,18,"may",16,6,362,28,"no"
46,"married",198,30,"jan",153,1,2,6,"no"
44,"single",5078,20,"jun",17,5,-1,0,"no"
48,"married",9004,14,"may",158,3,-1,0,"no"
49,"single",114,29,"aug",12,6,-1,0,"no"
23,"single",4211,18,"may",434,1,-1,0,"no"
39,"married",1034,30,"may",306,1,-1,0,"no"
27,"single",1693,26,"may",101,2,-1,0,"no"
28,"married",204,24,"jul",38,1,-1,0,"no"
43,"married",278,26,"may",14,20,-1,0,"no"
42,"married",398,16,"may",251,4,-1,0,"no"
46,"divorced",0,27,"aug",763,5,-1,0,"yes"
43,"married",307,21,"jul",145,2,-1,0,"no"
37,"single",105,8,"may",349,1,-1,0,"no"
43,"married",8,21,"jul",564,2,-1,0,"no"
39,"married",304,9,"may",323,1,-1,0,"no"
31,"married",6890,12,"may",34,1,-1,0,"no"
42,"single",130,18,"nov",112,1,-1,0,"no"
30,"single",254,24,"jun",167,3,416,2,"no"
33,"single",2979,5,"aug",326,2,437,1,"yes"
30,"single",411,21,"apr",142,1,-1,0,"no"
39,"married",0,16,"jul",41,6,-1,0,"no"
40,"married",0,17,"nov",113,1,-1,0,"no"
33,"single",1615,14,"may",178,8,174,3,"no"
56,"married",309,14,"may",198,2,367,4,"no"
34,"married",455,20,"jun",372,3,-1,0,"no"
32,"married",1129,15,"apr",903,2,341,2,"yes"
57,"married",1037,15,"may",112,1,-1,0,"no"
28,"married",893,18,"jan",204,2,94,2,"no"
35,"single",7918,7,"sep",497,1,-1,0,"yes"
58,"married",183,22,"aug",246,2,-1,0,"no"
25,"single",216,14,"may",175,3,-1,0,"no"
53,"divorced",269,6,"aug",347,2,-1,0,"no"
27,"married",174,11,"aug",82,2,-1,0,"no"
55,"married",905,30,"jan",861,1,2,1,"no"
34,"single",3119,16,"oct",306,1,-1,0,"yes"
39,"married",5222,21,"nov",239,2,177,1,"no"
59,"married",1625,4,"aug",198,1,180,2,"yes"
39,"married",444,8,"may",374,2,-1,0,"no"
35,"single",671,1,"jun",128,1,83,1,"no"
42,"married",2608,29,"may",201,1,-1,0,"no"
32,"married",0,11,"jul",85,2,-1,0,"no"
46,"divorced",0,8,"may",306,1,262,1,"no"
35,"divorced",2823,2,"feb",229,1,-1,0,"no"
39,"married",346,30,"jul",230,3,-1,0,"no"
49,"single",1202,18,"jun",122,1,-1,0,"no"
57,"divorced",461,21,"may",142,10,-1,0,"no"
59,"married",230,6,"may",190,3,-1,0,"no"
31,"single",406,4,"feb",736,1,-1,0,"yes"
34,"married",395,14,"apr",258,8,-1,0,"no"
23,"single",2143,30,"mar",180,2,-1,0,"yes"
28,"single",471,19,"may",123,2,-1,0,"no"
30,"married",419,28,"may",390,1,-1,0,"no"
48,"divorced",353,11,"aug",132,1,-1,0,"no"
46,"married",519,25,"aug",217,6,-1,0,"no"
41,"married",63,25,"aug",36,3,-1,0,"no"
36,"married",546,9,"feb",297,3,-1,0,"no"
26,"married",285,6,"may",265,2,342,2,"no"
31,"married",-453,17,"jul",157,1,-1,0,"no"
43,"divorced",1387,23,"jul",296,2,-1,0,"no"
46,"single",2987,16,"jul",318,1,-1,0,"no"
31,"single",4040,2,"jun",213,2,-1,0,"no"
30,"single",893,26,"aug",45,3,-1,0,"no"
37,"single",176,18,"may",80,2,-1,0,"no"
34,"married",510,27,"aug",33,7,-1,0,"no"
49,"married",4976,21,"nov",105,1,-1,0,"no"
49,"married",1629,31,"jul",57,2,-1,0,"no"
51,"married",8806,19,"may",131,1,-1,0,"no"
32,"married",266,20,"nov",228,1,-1,0,"no"
32,"single",1249,20,"nov",160,1,171,4,"no"
31,"married",-641,27,"may",296,2,-1,0,"no"
46,"married",0,10,"aug",225,1,-1,0,"no"
31,"single",622,4,"feb",15,5,-1,0,"no"
30,"married",74,21,"jul",106,3,-1,0,"no"
32,"single",7290,18,"may",357,1,-1,0,"yes"
32,"divorced",880,4,"jun",112,1,-1,0,"no"
35,"single",-49,17,"jun",668,8,-1,0,"no"
44,"married",945,4,"aug",190,1,-1,0,"no"
33,"married",801,19,"aug",133,4,-1,0,"no"
48,"single",540,17,"apr",106,1,-1,0,"no"
34,"married",5973,13,"jul",326,3,-1,0,"no"
32,"married",132,19,"may",343,2,-1,0,"no"
35,"married",190,20,"may",47,3,-1,0,"no"
49,"married",0,14,"may",151,2,-1,0,"no"
43,"single",2539,16,"may",529,4,-1,0,"no"
42,"married",36,21,"nov",664,3,-1,0,"yes"
44,"married",294,2,"feb",246,1,259,2,"no"
26,"single",15161,2,"feb",280,1,-1,0,"yes"
55,"married",529,29,"jul",137,2,-1,0,"no"
36,"single",281,9,"jul",225,2,-1,0,"no"
50,"married",3117,9,"jun",174,1,-1,0,"no"
31,"single",23,21,"nov",116,1,-1,0,"no"
44,"married",1074,11,"jul",911,2,-1,0,"yes"
33,"married",81,22,"may",104,1,186,1,"no"
47,"married",829,18,"nov",48,1,188,1,"no"
30,"single",1282,6,"may",346,3,356,2,"no"
46,"married",229,17,"apr",191,1,-1,0,"no"
42,"single",94,13,"may",45,4,-1,0,"no"
46,"married",196,14,"may",29,2,-1,0,"no"
24,"single",572,4,"jun",442,3,-1,0,"no"
28,"single",234,9,"may",107,3,-1,0,"no"
27,"married",897,5,"jun",397,1,-1,0,"yes"
45,"married",1381,8,"may",269,1,-1,0,"no"
46,"single",283,7,"apr",299,1,-1,0,"yes"
31,"single",8626,3,"feb",155,1,-1,0,"no"
32,"married",3820,3,"mar",105,1,-1,0,"no"
41,"divorced",1545,13,"aug",183,2,-1,0,"no"
56,"married",1483,6,"aug",46,4,-1,0,"no"
48,"divorced",-136,21,"may",7,12,-1,0,"no"
34,"single",2321,9,"nov",600,2,99,5,"no"
51,"married",3188,19,"nov",339,3,-1,0,"no"
62,"married",1495,13,"oct",896,1,57,2,"yes"
33,"single",863,13,"may",622,3,-1,0,"yes"
34,"married",46,19,"aug",729,5,-1,0,"no"
25,"single",509,5,"mar",418,1,-1,0,"yes"
41,"married",3135,20,"jun",160,3,-1,0,"no"
32,"married",233,7,"may",193,1,-1,0,"no"
59,"married",287,20,"apr",818,2,242,8,"no"
37,"single",971,19,"aug",120,6,-1,0,"no"
42,"single",22,14,"may",116,4,365,1,"no"
50,"married",705,5,"jun",504,1,-1,0,"yes"
36,"single",417,10,"aug",304,1,181,1,"yes"
43,"married",4216,24,"dec",150,2,195,2,"yes"
36,"married",380,20,"may",26,1,-1,0,"no"
39,"single",383,4,"feb",292,2,-1,0,"no"
37,"married",404,28,"jul",55,10,-1,0,"no"
57,"married",4442,8,"jul",97,6,-1,0,"no"
37,"married",5115,30,"may",45,4,-1,0,"no"
31,"single",0,7,"may",113,2,345,1,"no"
32,"single",64,7,"may",202,2,-1,0,"no"
29,"single",-53,9,"may",108,2,-1,0,"no"
32,"married",193,16,"may",294,4,-1,0,"no"
46,"married",9299,19,"jul",1148,1,276,2,"yes"
35,"married",731,20,"apr",179,2,-1,0,"no"
51,"married",-321,6,"feb",470,2,9,2,"no"
35,"divorced",-121,1,"apr",73,1,-1,0,"no"
34,"single",1866,8,"may",134,3,185,1,"no"
32,"married",233,20,"nov",102,4,-1,0,"no"
44,"married",-73,28,"may",80,9,-1,0,"no"
40,"married",9110,12,"may",234,6,174,3,"no"
35,"married",495,2,"feb",282,1,-1,0,"no"
47,"married",1280,8,"may",51,1,-1,0,"no"
44,"married",-230,27,"may",99,1,-1,0,"no"
36,"married",0,6,"may",337,1,-1,0,"no"
31,"single",4979,27,"aug",33,2,-1,0,"no"
30,"married",4389,30,"apr",82,6,-1,0,"no"
52,"married",1416,10,"mar",436,2,182,1,"yes"
35,"single",1721,30,"jan",103,3,-1,0,"no"
30,"married",2451,19,"nov",191,2,175,1,"no"
19,"single",424,30,"jun",121,3,195,2,"no"
40,"divorced",507,2,"feb",134,1,266,7,"no"
36,"married",0,5,"jun",174,1,-1,0,"no"
39,"single",426,18,"jun",1029,1,-1,0,"yes"
39,"married",1587,2,"jun",171,3,-1,0,"yes"
38,"single",493,11,"may",553,1,367,7,"no"
42,"married",782,17,"jul",536,2,-1,0,"no"
56,"married",2333,4,"may",244,1,-1,0,"yes"
52,"married",331,8,"aug",84,4,-1,0,"no"
32,"married",4,4,"feb",145,2,260,4,"no"
34,"single",-32,30,"apr",246,2,-1,0,"yes"
52,"married",6657,30,"apr",917,1,-1,0,"yes"
35,"single",344,27,"aug",519,16,-1,0,"yes"
51,"divorced",66,10,"mar",138,1,478,2,"no"
40,"married",2073,16,"may",166,2,-1,0,"no"
41,"divorced",8106,19,"nov",39,1,-1,0,"no"
29,"single",392,1,"jul",135,1,-1,0,"no"
49,"married",2015,16,"apr",449,2,-1,0,"no"
40,"married",1269,29,"may",656,1,-1,0,"no"
45,"single",-183,15,"jul",395,4,-1,0,"no"
33,"single",1074,14,"may",308,2,-1,0,"no"
30,"married",2191,13,"may",157,4,-1,0,"no"
33,"married",-384,28,"may",513,2,-1,0,"no"
41,"married",-76,16,"apr",263,1,-1,0,"no"
28,"single",402,18,"may",632,1,-1,0,"no"
44,"divorced",0,7,"jul",96,3,-1,0,"no"
57,"married",-133,19,"aug",197,2,-1,0,"no"
51,"married",0,21,"jul",130,1,-1,0,"no"
45,"married",1678,18,"nov",187,1,154,1,"no"
32,"married",3696,21,"may",315,3,-1,0,"no"
37,"single",1517,6,"may",60,1,-1,0,"no"
25,"single",579,28,"may",225,4,-1,0,"no"
37,"married",151,5,"jun",202,1,-1,0,"no"
54,"married",148,24,"jul",42,3,-1,0,"no"
33,"married",463,25,"aug",390,7,-1,0,"no"
37,"married",5700,19,"jun",49,2,-1,0,"no"
